video_path,text
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbil3s.mpg,bin blue in l three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbil4p.mpg,bin blue in l four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbil5a.mpg,bin blue in l five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbir6n.mpg,bin blue in r six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbir7s.mpg,bin blue in r seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbir8p.mpg,bin blue in r eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbir9a.mpg,bin blue in r nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbiz1s.mpg,bin blue in z one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbiz2p.mpg,bin blue in z two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbiz3a.mpg,bin blue in z three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbizzn.mpg,bin blue in z zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwg1s.mpg,bin blue with g one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwg2p.mpg,bin blue with g two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwg3a.mpg,bin blue with g three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwgzn.mpg,bin blue with g zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwm4n.mpg,bin blue with m four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwm5s.mpg,bin blue with m five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwm6p.mpg,bin blue with m six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwm7a.mpg,bin blue with m seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbws8n.mpg,bin blue with s eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbws9s.mpg,bin blue with s nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwt1a.mpg,bin blue with t one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bbwtzp.mpg,bin blue with t zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgaa6n.mpg,bin green at a six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgaa7s.mpg,bin green at a seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgaa8p.mpg,bin green at a eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgaa9a.mpg,bin green at a nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgah1s.mpg,bin green at h one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgah2p.mpg,bin green at h two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgah3a.mpg,bin green at h three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgahzn.mpg,bin green at h zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgan4n.mpg,bin green at n four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgan5s.mpg,bin green at n five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgan6p.mpg,bin green at n six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgan7a.mpg,bin green at n seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgat8n.mpg,bin green at t eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgat9s.mpg,bin green at t nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgau1a.mpg,bin green at u one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgauzp.mpg,bin green at u zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbb1s.mpg,bin green by b one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbb2p.mpg,bin green by b two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbb3a.mpg,bin green by b three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbbzn.mpg,bin green by b zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbh4n.mpg,bin green by h four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbh5s.mpg,bin green by h five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbh6p.mpg,bin green by h six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbh7a.mpg,bin green by h seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbn8n.mpg,bin green by n eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbn9s.mpg,bin green by n nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbo1a.mpg,bin green by o one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbozp.mpg,bin green by o zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbu2n.mpg,bin green by u two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbu3s.mpg,bin green by u three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbu4p.mpg,bin green by u four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgbu5a.mpg,bin green by u five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgia2n.mpg,bin green in a two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgia3s.mpg,bin green in a three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgia4p.mpg,bin green in a four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgia5a.mpg,bin green in a five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgig6n.mpg,bin green in g six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgig7s.mpg,bin green in g seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgig8p.mpg,bin green in g eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgig9a.mpg,bin green in g nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgin1s.mpg,bin green in n one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgin2p.mpg,bin green in n two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgin3a.mpg,bin green in n three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bginzn.mpg,bin green in n zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgit4n.mpg,bin green in t four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgit5s.mpg,bin green in t five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgit6p.mpg,bin green in t six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgit7a.mpg,bin green in t seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwb4n.mpg,bin green with b four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwb5s.mpg,bin green with b five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwb6p.mpg,bin green with b six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwb7a.mpg,bin green with b seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwh8n.mpg,bin green with h eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwh9s.mpg,bin green with h nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwi1a.mpg,bin green with i one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwizp.mpg,bin green with i zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwo2n.mpg,bin green with o two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwo3s.mpg,bin green with o three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwo4p.mpg,bin green with o four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwo5a.mpg,bin green with o five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwu6n.mpg,bin green with u six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwu7s.mpg,bin green with u seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwu8p.mpg,bin green with u eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bgwu9a.mpg,bin green with u nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\braf8n.mpg,bin red at f eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\braf9s.mpg,bin red at f nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brag1a.mpg,bin red at g one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bragzp.mpg,bin red at g zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bram2n.mpg,bin red at m two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bram3s.mpg,bin red at m three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bram4p.mpg,bin red at m four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bram5a.mpg,bin red at m five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bras6n.mpg,bin red at s six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bras7s.mpg,bin red at s seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bras8p.mpg,bin red at s eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bras9a.mpg,bin red at s nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brba1a.mpg,bin red by a one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbazp.mpg,bin red by a zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbg2n.mpg,bin red by g two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbg3s.mpg,bin red by g three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbg4p.mpg,bin red by g four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbg5a.mpg,bin red by g five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbm6n.mpg,bin red by m six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbm7s.mpg,bin red by m seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbm8p.mpg,bin red by m eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbm9a.mpg,bin red by m nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbt1s.mpg,bin red by t one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbt2p.mpg,bin red by t two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbt3a.mpg,bin red by t three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brbtzn.mpg,bin red by t zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brif4n.mpg,bin red in f four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brif5s.mpg,bin red in f five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brif6p.mpg,bin red in f six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brif7a.mpg,bin red in f seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bril8n.mpg,bin red in l eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bril9s.mpg,bin red in l nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brim1a.mpg,bin red in m one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brimzp.mpg,bin red in m zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bris2n.mpg,bin red in s two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bris3s.mpg,bin red in s three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bris4p.mpg,bin red in s four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bris5a.mpg,bin red in s five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\briz6n.mpg,bin red in z six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\briz7s.mpg,bin red in z seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\briz8p.mpg,bin red in z eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\briz9a.mpg,bin red in z nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwa2n.mpg,bin red with a two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwa3s.mpg,bin red with a three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwa4p.mpg,bin red with a four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwa5a.mpg,bin red with a five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwg6n.mpg,bin red with g six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwg7s.mpg,bin red with g seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwg8p.mpg,bin red with g eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwg9a.mpg,bin red with g nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwn1s.mpg,bin red with n one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwn2p.mpg,bin red with n two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwn3a.mpg,bin red with n three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwnzn.mpg,bin red with n zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwt4n.mpg,bin red with t four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwt5s.mpg,bin red with t five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwt6p.mpg,bin red with t six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\brwt7a.mpg,bin red with t seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwaa1s.mpg,bin white at a one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwaa2p.mpg,bin white at a two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwaa3a.mpg,bin white at a three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwaazn.mpg,bin white at a zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwag4n.mpg,bin white at g four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwag5s.mpg,bin white at g five soon
